DateID;AreaID;dwelling_type_id;kwh_per_acc
41772;1007;2;397.2
41772;1043;4;399.4
41772;1003;4;401.2
41772;1001;4;401.2
41772;1005;4;401.3
41772;1027;4;401.7
41772;1037;2;402.3
41772;1006;4;402.4
41772;1022;4;403.9
41772;1013;4;406.7
41772;1031;2;407.3
41772;1026;4;408.3
41772;1023;2;413.3
41772;1018;4;413.3
41772;1010;4;413.5
41772;1001;2;413.5
41772;1017;4;415
41772;1016;2;415.1
41772;1020;4;416.8
41772;1012;4;418.2
41772;1021;4;422.2
41772;1014;2;426.1
41772;1027;2;426.8
41772;1034;2;431.9
41772;1025;4;432.5
41772;1033;2;434
41772;1038;2;437.8
41772;1019;2;439
41772;1029;4;440.3
41772;1012;2;446.4
41772;1017;2;451.9
41772;1020;2;452.2
41772;1004;4;454.2
41772;1019;4;455.3
41772;1014;4;457.9
41772;1009;2;459.6
41772;1024;2;461.8
41772;1018;2;462
41772;1031;4;484.7
41772;1026;2;496.9
41772;1025;2;501.2
41772;1022;2;507.1
41772;1005;2;507.4
41772;1029;2;507.6
41772;1028;2;534.3
41772;1035;2;557.3
41772;1040;2;557.5
41772;1013;2;565.6
41772;1039;2;582.3
41772;1004;2;624.2
41772;1034;3;698.4
41772;1042;2;702.6
41772;1008;3;706.3
41772;1004;3;709.5
41772;1016;3;725.7
41772;1001;3;750.8
41772;1043;2;754.5
41772;1035;3;756.4
41772;1041;3;764.6
41772;1021;3;779.8
41772;1011;3;802.5
41772;1017;3;812.2
41772;1007;3;815.9
41772;1015;3;830.4
41772;1005;3;832.3
41772;1033;3;846.6
41772;1045;2;869.9
41772;1027;3;874
41772;1047;2;883.3
41772;1003;3;898.7
41772;1012;3;911.8
41772;1014;3;924.7
41772;1036;3;940.7
41772;1023;3;956.4
41772;1029;3;978.7
41772;1019;3;991.9
41772;1006;3;993.5
41772;1018;3;995.2
41772;1002;3;1000.8
41772;1025;3;1015.3
41772;1031;3;1029.8
41772;1024;3;1050.2
41772;1037;3;1064.6
41772;1039;3;1078.3
41772;1044;3;1092.6
41772;1009;3;1145.3
41772;1022;3;1213.8
41772;1032;2;1245.8
41772;1028;3;1276.2
41772;1046;2;1313.2
41772;1042;3;1333.7
41772;1013;3;1396.6
41772;1047;3;1417.4
41772;1040;3;1486.5
41772;1026;3;1491.7
41772;1010;3;1526.5
41772;1043;3;3665.7
41772;1046;3;4410.1
11648;1007;1;119.3
11648;1001;1;128.4
11648;1021;1;136.3
11648;1005;1;140.6
11648;1022;1;143.7
11648;1004;1;145.2
11648;1040;1;145.9
11648;1002;1;147.3
11648;1015;1;152.1
11648;1044;1;152.1
11648;1018;1;152.3
11648;1013;1;152.4
11648;1006;1;152.7
11648;1010;1;153
11648;1016;1;153.2
11648;1009;1;155.5
11648;1003;1;156.1
11648;1023;1;157.8
11648;1017;1;157.9
11648;1024;1;160.6
11648;1012;1;160.8
11648;1019;1;161.2
11648;1008;1;162.2
11648;1037;1;164.5
11648;1014;1;167.9
11648;1025;1;168.1
11648;1027;1;172.8
11648;1011;1;178.2
11648;1020;1;179.4
11648;1026;1;181.2
11648;1031;1;192.6
11648;1029;1;192.9
11648;1028;1;195.3
11648;1041;2;215.3
11648;1001;5;231.9
11648;1044;5;233.9
11648;1009;5;238.3
11648;1016;5;239.8
11648;1015;5;241.5
11648;1022;5;242.5
11648;1024;5;242.8
11648;1021;5;245.3
11648;1012;5;245.5
11648;1040;5;245.8
11648;1004;5;246.8
11648;1007;5;247.1
11648;1008;5;247.2
11648;1002;5;249.9
11648;1023;5;254.6
11648;1037;5;255.8
11648;1028;5;255.8
11648;1013;5;257.3
11648;1018;5;258.8
11648;1020;5;259.1
11648;1003;5;261.2
11648;1006;5;262.2
11648;1005;5;262.4
11648;1019;5;265.8
11648;1010;5;266.5
11648;1027;5;270
11648;1025;5;270.2
11648;1017;5;270.8
11648;1014;5;275.8
11648;1011;5;278.7
11648;1029;5;278.9
11648;1044;6;281.2
11648;1044;2;284.2
11648;1026;5;285.2
11648;1008;2;290.2
11648;1008;6;305.1
11648;1031;5;305.3
11648;1015;6;307.7
11648;1016;6;311.9
11648;1002;6;312.6
11648;1003;2;317
11648;1028;6;318.2
11648;1022;6;320.4
11648;1021;6;320.5
11648;1007;6;321.6
11648;1044;4;321.6
11648;1009;6;322.2
11648;1041;5;323.9
11648;1043;6;325.8
11648;1037;6;326
11648;1024;6;327.7
11648;1043;5;328.8
11648;1001;6;328.8
11648;1004;6;335.4
11648;1005;6;338.4
11648;1012;6;338.5
11648;1013;6;338.8
11648;1034;6;339.9
11648;1020;6;343.3
11648;1026;6;344
11648;1023;6;345.4
11648;1008;4;347.7
11648;1017;6;349
11648;1015;2;349.2
11648;1003;6;349.4
11648;1006;6;349.6
11648;1040;6;351.7
11648;1002;2;353.2
11648;1018;6;355.9
11648;1015;4;356.2
11648;1011;6;356.3
11648;1016;4;358.1
11648;1010;6;363.6
11648;1021;2;366.8
11648;1029;6;366.9
11648;1006;2;368.9
11648;1027;6;369.8
11648;1004;4;377.4
11648;1019;6;379.3
11648;1025;6;380.5
11648;1022;4;380.5
11648;1037;4;381.4
11648;1021;4;384.4
11648;1007;4;389.4
11648;1014;6;391
11648;1031;6;391.5
11648;1001;4;392
11648;1009;4;392.2
11648;1028;4;394.3
11648;1001;2;394.5
11648;1002;4;394.9
11648;1024;4;406.2
11648;1016;2;406.7
11648;1013;4;407.4
11648;1005;4;412.6
11648;1020;4;413.1
11648;1011;2;415.3
11648;1023;4;415.9
11648;1043;4;420.6
11648;1034;2;421.3
11648;1011;4;424.3
11648;1031;2;426.1
11648;1040;4;426.6
11648;1003;4;426.7
11648;1012;4;428.2
11648;1017;4;431.1
11648;1006;4;433.2
11648;1010;2;434.3
11648;1018;4;434.7
11648;1037;2;438.8
11648;1017;2;438.8
11648;1026;4;439.1
11648;1027;4;440
11648;1012;2;441.6
11648;1025;4;445
11648;1007;2;447.4
11648;1010;4;452.9
11648;1023;2;453.9
11648;1038;2;459.5
11648;1019;2;464.5
11648;1027;2;466.1
11648;1019;4;471.7
11648;1014;2;474
11648;1024;2;476.7
11648;1014;4;478.9
11648;1018;2;482.6
11648;1022;2;483.2
11648;1009;2;483.6
11648;1029;4;490
11648;1031;4;490.8
11648;1020;2;492.9
11648;1029;2;500.8
11648;1025;2;508.9
11648;1005;2;516.1
11648;1033;2;528.6
11648;1026;2;528.7
11648;1035;2;543.8
11648;1004;2;571.5
11648;1013;2;571.6
11648;1028;2;571.7
11648;1040;2;585
11648;1039;2;634.4
11648;1034;3;636.8
11648;1004;3;687.5
11648;1008;3;701.3
11648;1001;3;724
11648;1016;3;728.2
11648;1042;2;732.5
11648;1043;2;744.7
11648;1035;3;755.9
11648;1017;3;788.4
11648;1039;3;791
11648;1005;3;803
11648;1021;3;803.1
11648;1015;3;830.9
11648;1041;3;835.8
11648;1045;2;864.2
11648;1011;3;867.5
11648;1047;2;888.4
11648;1012;3;893.6
11648;1007;3;902.5
11648;1036;3;920.8
11648;1033;3;943.7
11648;1003;3;972.7
11648;1027;3;997.5
11648;1029;3;1026.9
11648;1024;3;1030.3
11648;1025;3;1038.9
11648;1023;3;1042
11648;1018;3;1052.8
11648;1019;3;1060
11648;1046;2;1074.1
11648;1006;3;1081.9
11648;1014;3;1090.3
11648;1031;3;1102.7
11648;1044;3;1114.3
11648;1022;3;1134
11648;1002;3;1135.9
11648;1037;3;1136.4
11648;1009;3;1212.3
11648;1032;2;1309.3
11648;1028;3;1351.6
11648;1013;3;1400.3
11648;1042;3;1405.7
11648;1047;3;1430.3
11648;1040;3;1508.9
11648;1026;3;1583.9
11648;1010;3;1589.9
11648;1043;3;3551.4
11648;1046;3;3885.1
69449;1007;1;110
69449;1001;1;127.3
69449;1021;1;133.4
69449;1040;1;135.4
69449;1005;1;136.8
69449;1004;1;138.3
69449;1018;1;138.6
69449;1002;1;141.8
69449;1016;1;142
69449;1010;1;143.1
69449;1009;1;145
69449;1019;1;145.7
69449;1023;1;145.8
69449;1015;1;146.1
69449;1022;1;147.8
69449;1013;1;148
69449;1006;1;149.1
69449;1017;1;149.6
69449;1014;1;150.4
69449;1024;1;150.5
69449;1044;1;151.4
69449;1026;1;152
69449;1012;1;152.5
69449;1008;1;154.8
69449;1020;1;156.2
69449;1037;1;158.9
69449;1003;1;161.4
69449;1025;1;162.2
69449;1011;1;162.4
69449;1027;1;162.6
69449;1029;1;169.7
69449;1031;1;173.1
69449;1028;1;175
69449;1041;2;195.5
69449;1028;5;222
69449;1012;5;224.5
69449;1018;5;227
69449;1040;5;227.2
69449;1019;5;229.1
69449;1014;5;231.7
69449;1009;5;232.8
69449;1024;5;233.3
69449;1016;5;234.3
69449;1015;5;235
69449;1007;5;235.2
69449;1021;5;235.6
69449;1008;5;239
69449;1004;5;239.1
69449;1023;5;241.1
69449;1031;5;241.6
69449;1044;5;243.9
69449;1001;5;243.9
69449;1037;5;245.2
69449;1027;5;246.4
69449;1025;5;246.9
69449;1013;5;248
69449;1010;5;249.4
69449;1022;5;249.5
69449;1020;5;250.2
69449;1006;5;250.8
69449;1011;5;251.1
69449;1003;5;251.2
69449;1005;5;252.5
69449;1002;5;253.2
69449;1029;5;256.9
69449;1017;5;260.5
69449;1028;6;261.8
69449;1041;5;263.4
69449;1026;5;267.2
69449;1002;6;297.9
69449;1018;6;301.3
69449;1016;6;306.2
69449;1044;6;306.7
69449;1007;6;308.3
69449;1024;6;308.8
69449;1043;5;310.6
69449;1034;6;310.9
69449;1015;6;313.4
69449;1021;6;313.9
69449;1009;6;314
69449;1044;2;314.3
69449;1008;2;315.7
69449;1019;6;318.3
69449;1017;6;318.3
69449;1008;6;318.8
69449;1037;6;319
69449;1012;6;319.9
69449;1014;6;322.6
69449;1043;6;323
69449;1028;4;324.5
69449;1040;6;326.9
69449;1001;6;327.1
69449;1022;6;327.4
69449;1011;6;328.2
69449;1013;6;328.2
69449;1029;6;329.2
69449;1023;6;329.7
69449;1002;2;330
69449;1010;6;331.7
69449;1006;6;333
69449;1020;6;335.5
69449;1026;6;336
69449;1031;6;338.8
69449;1005;6;342.9
69449;1003;6;346.7
69449;1025;6;351.1
69449;1044;4;351.3
69449;1003;2;351.7
69449;1027;6;353.1
69449;1031;2;355.7
69449;1016;4;362.1
69449;1018;4;363
69449;1004;6;366.1
69449;1006;2;368.2
69449;1007;4;369.9
69449;1002;4;370.5
69449;1014;2;373.3
69449;1015;4;373.5
69449;1008;4;373.5
69449;1015;2;375
69449;1040;4;381.2
69449;1011;2;382.4
69449;1037;4;384
69449;1021;2;384.9
69449;1021;4;387.6
69449;1011;4;389.5
69449;1014;4;389.8
69449;1024;4;390.9
69449;1001;4;392.1
69449;1019;4;392.4
69449;1009;4;393.4
69449;1017;4;393.4
69449;1022;4;395.8
69449;1019;2;395.9
69449;1013;4;398.5
69449;1020;4;399.9
69449;1023;4;402
69449;1006;4;408.3
69449;1010;2;408.8
69449;1043;4;408.9
69449;1001;2;411.1
69449;1012;4;413.1
69449;1007;2;415.6
69449;1005;4;417.7
69449;1010;4;417.9
69449;1031;4;420.7
69449;1003;4;421.2
69449;1037;2;424.6
69449;1025;4;425.1
69449;1004;4;427.3
69449;1018;2;429
69449;1033;2;432.5
69449;1027;4;433.1
69449;1029;4;434.8
69449;1023;2;436.7
69449;1017;2;438.6
69449;1012;2;443.4
69449;1026;4;446
69449;1016;2;457.2
69449;1020;2;457.3
69449;1034;2;473.2
69449;1022;2;473.7
69449;1009;2;477.3
69449;1024;2;477.9
69449;1027;2;482.3
69449;1025;2;496.9
69449;1005;2;500.7
69449;1028;2;517
69449;1029;2;541.5
69449;1038;2;551.8
69449;1026;2;568.6
69449;1013;2;580.9
69449;1040;2;587.2
69449;1004;2;610.3
69449;1041;3;683.1
69449;1039;2;711.2
69449;1034;3;729.9
69449;1014;3;748.6
69449;1004;3;752.4
69449;1043;2;753.5
69449;1008;3;769.2
69449;1017;3;788.2
69449;1042;2;789.8
69449;1016;3;799.4
69449;1005;3;800.5
69449;1001;3;801.1
69449;1045;2;802.1
69449;1011;3;810.6
69449;1033;3;819.5
69449;1035;3;820.6
69449;1031;3;838.9
69449;1039;3;840
69449;1021;3;844.7
69449;1035;2;875.8
69449;1019;3;877.9
69449;1015;3;882
69449;1007;3;894.2
69449;1027;3;897.7
69449;1047;2;898.9
69449;1018;3;900.7
69449;1036;3;910.2
69449;1025;3;935.8
69449;1012;3;941.8
69449;1002;3;965.9
69449;1003;3;967.1
69449;1006;3;1003.2
69449;1023;3;1004.8
69449;1044;3;1026.6
69449;1024;3;1045.5
69449;1029;3;1054.8
69449;1037;3;1093.2
69449;1028;3;1164.4
69449;1046;2;1165.6
69449;1032;2;1170.9
69449;1022;3;1183.6
69449;1009;3;1200
69449;1013;3;1380.2
69449;1042;3;1436.1
69449;1010;3;1461.1
69449;1047;3;1468.1
69449;1040;3;1492.1
69449;1026;3;1667.3
69449;1043;3;3449.1
69449;1046;3;4062.5
45998;1007;1;131
45998;1004;1;137.4
45998;1005;1;137.7
45998;1001;1;143.1
45998;1040;1;146.2
45998;1002;1;148.7
45998;1009;1;154.8
45998;1010;1;155.2
45998;1018;1;155.4
45998;1021;1;155.7
45998;1006;1;156.3
45998;1013;1;157
45998;1023;1;159.3
45998;1025;1;160.5
45998;1022;1;160.7
45998;1017;1;161.2
45998;1003;1;163
45998;1024;1;164.7
45998;1019;1;165.2
45998;1015;1;165.8
45998;1016;1;166.1
45998;1037;1;166.3
45998;1008;1;167.5
45998;1044;1;168.6
45998;1027;1;171.2
45998;1026;1;171.8
45998;1020;1;174.6
45998;1014;1;177.4
45998;1011;1;177.6
45998;1012;1;180.7
45998;1031;1;181.1
45998;1029;1;204.2
45998;1041;2;204.6
45998;1028;1;207
45998;1009;5;248.9
45998;1001;5;248.9
45998;1031;5;249.9
45998;1025;5;250.9
45998;1002;5;252.7
45998;1008;5;253.7
45998;1040;5;255.2
45998;1018;5;256.9
45998;1024;5;261.6
45998;1005;5;262.1
45998;1019;5;263.5
45998;1044;5;264.1
45998;1037;5;264.5
45998;1013;5;265.8
45998;1003;5;266.1
45998;1006;5;266.3
45998;1023;5;267.2
45998;1015;5;267.7
45998;1007;5;268
45998;1021;5;268.2
45998;1022;5;268.3
45998;1010;5;269.1
45998;1004;5;269.6
45998;1016;5;269.7
45998;1012;5;271.4
45998;1011;5;272.4
45998;1014;5;273.5
45998;1028;5;273.8
45998;1017;5;274.5
45998;1027;5;277.8
45998;1020;5;277.9
45998;1026;5;287.4
45998;1029;5;293.1
45998;1043;5;293.4
45998;1025;6;315.2
45998;1005;6;327.7
45998;1028;6;329.4
45998;1018;6;331.3
45998;1044;6;333.2
45998;1009;6;333.9
45998;1002;6;335.7
45998;1008;6;336.1
45998;1037;6;336.2
45998;1043;6;336.9
45998;1017;6;339.5
45998;1007;6;340.8
45998;1013;6;344.8
45998;1026;6;345.4
45998;1003;2;347.4
45998;1015;6;351.1
45998;1024;6;351.2
45998;1019;6;351.9
45998;1016;6;352.6
45998;1008;2;356.9
45998;1023;6;358.1
45998;1006;6;358.5
45998;1022;6;359
45998;1040;6;359
45998;1031;6;360
45998;1003;6;361.8
45998;1001;6;362.5
45998;1014;6;362.8
45998;1010;6;363.5
45998;1011;6;366.1
45998;1044;2;366.5
45998;1021;6;367.9
45998;1029;6;369.1
45998;1041;5;370.7
45998;1025;4;372
45998;1002;2;373.6
45998;1020;6;373.9
45998;1027;6;378
45998;1004;6;380.2
45998;1006;2;385.2
45998;1018;4;387.4
45998;1012;6;390.8
45998;1028;4;391.1
45998;1044;4;394.3
45998;1008;4;394.5
45998;1037;4;395.4
45998;1005;4;396.4
45998;1031;2;405.1
45998;1007;4;409.1
45998;1009;4;410.8
45998;1019;4;416.6
45998;1015;2;417.3
45998;1015;4;417.5
45998;1016;4;419.5
45998;1043;4;420.2
45998;1040;4;420.7
45998;1013;4;421.8
45998;1034;6;423.7
45998;1014;4;425.4
45998;1021;2;425.9
45998;1031;4;426.2
45998;1001;2;427.8
45998;1010;2;428.6
45998;1017;4;429.7
45998;1023;4;430.9
45998;1022;4;432
45998;1002;4;434.2
45998;1011;4;436.4
45998;1026;4;437.2
45998;1001;4;437.7
45998;1019;2;437.8
45998;1020;4;442.1
45998;1014;2;444.2
45998;1006;4;445.4
45998;1003;4;446.6
45998;1024;4;447.7
45998;1011;2;448.4
45998;1010;4;449.6
45998;1027;4;451.7
45998;1025;2;451.8
45998;1018;2;454.3
45998;1021;4;459.4
45998;1034;2;459.7
45998;1004;4;466.6
45998;1017;2;468.9
45998;1037;2;476.3
45998;1012;2;486.9
45998;1012;4;487.1
45998;1023;2;488.9
45998;1016;2;490
45998;1029;4;494.1
45998;1007;2;495.8
45998;1009;2;498.8
45998;1027;2;504.3
45998;1020;2;525.3
45998;1028;2;529.8
45998;1038;2;536.7
45998;1022;2;540.3
45998;1005;2;545.7
45998;1024;2;546.9
45998;1033;2;551.5
45998;1026;2;564.6
45998;1029;2;580.5
45998;1013;2;610.2
45998;1004;2;615.1
45998;1040;2;641.3
45998;1017;3;669.9
45998;1039;2;693.7
45998;1032;2;733.9
45998;1035;2;750.8
45998;1034;3;774.1
45998;1004;3;778.4
45998;1041;3;790.3
45998;1042;2;798.6
45998;1001;3;806.9
45998;1008;3;807
45998;1035;3;819.8
45998;1043;2;840.3
45998;1005;3;845.8
45998;1016;3;859.6
45998;1014;3;888.3
45998;1018;3;892.8
45998;1019;3;896.9
45998;1025;3;897.4
45998;1021;3;901.8
45998;1011;3;904.5
45998;1015;3;917.6
45998;1039;3;925
45998;1031;3;937.1
45998;1045;2;944.3
45998;1012;3;954.4
45998;1007;3;962.6
45998;1027;3;968
45998;1047;2;980
45998;1033;3;1013.5
45998;1003;3;1058.7
45998;1023;3;1068.3
45998;1036;3;1117.6
45998;1029;3;1123.5
45998;1024;3;1147.6
45998;1044;3;1152.3
45998;1006;3;1164.7
45998;1028;3;1171.4
45998;1002;3;1183.5
45998;1037;3;1209.1
45998;1009;3;1214.3
45998;1022;3;1366.7
45998;1046;2;1404.2
45998;1042;3;1436.6
45998;1013;3;1447.2
45998;1047;3;1594.7
45998;1040;3;1634.7
45998;1026;3;1714.6
45998;1010;3;1734.3
45998;1043;3;3835.2
45998;1046;3;4358.6
94250;1007;1;126.6
94250;1001;1;140.7
94250;1005;1;149.6
94250;1002;1;151.3
94250;1004;1;152.8
94250;1017;1;156.6
94250;1021;1;157
94250;1010;1;161.4
94250;1013;1;163.3
94250;1023;1;163.5
94250;1026;1;163.8
94250;1009;1;165.3
94250;1022;1;166.4
94250;1012;1;166.5
94250;1040;1;166.5
94250;1018;1;166.8
94250;1020;1;167.3
94250;1006;1;167.4
94250;1016;1;168.2
94250;1015;1;171.8
94250;1044;1;172.4
94250;1024;1;172.7
94250;1019;1;173.9
94250;1025;1;176.2
94250;1011;1;180
94250;1014;1;180.8
94250;1027;1;181.2
94250;1003;1;186.2
94250;1037;1;186.9
94250;1029;1;189.4
94250;1008;1;190.2
94250;1028;1;190.5
94250;1031;1;192.3
94250;1041;2;233.6
94250;1012;5;249
94250;1001;5;250.4
94250;1028;5;251.2
94250;1040;5;258
94250;1007;5;261.5
94250;1024;5;269.9
94250;1002;5;270.7
94250;1043;5;271.4
94250;1016;5;273.9
94250;1010;5;275.1
94250;1015;5;275.5
94250;1020;5;275.7
94250;1037;5;276.2
94250;1021;5;276.7
94250;1018;5;277.4
94250;1023;5;277.9
94250;1017;5;278.8
94250;1019;5;279.2
94250;1013;5;279.7
94250;1009;5;280.4
94250;1025;5;280.9
94250;1014;5;281
94250;1029;5;281.6
94250;1022;5;285.6
94250;1004;5;287.6
94250;1011;5;288.2
94250;1006;5;289.9
94250;1027;5;290.7
94250;1008;5;290.9
94250;1005;5;291.6
94250;1044;5;292.5
94250;1031;5;295
94250;1003;5;298
94250;1026;5;298.9
94250;1043;6;307.1
94250;1028;6;307.8
94250;1007;6;342.2
94250;1024;6;344.5
94250;1017;6;348.4
94250;1041;5;348.9
94250;1002;6;351.5
94250;1016;6;355
94250;1040;6;356
94250;1026;6;358.8
94250;1029;6;360.1
94250;1011;6;360.2
94250;1020;6;361.9
94250;1012;6;362
94250;1013;6;362.7
94250;1005;6;365
94250;1037;6;367.2
94250;1023;6;367.4
94250;1025;6;369.2
94250;1021;6;371.2
94250;1034;6;371.5
94250;1001;6;372.7
94250;1028;4;373.5
94250;1015;6;373.8
94250;1010;6;375.1
94250;1022;6;375.2
94250;1018;6;375.9
94250;1043;4;377.2
94250;1009;6;377.4
94250;1044;6;379
94250;1003;2;379.7
94250;1002;2;380.7
94250;1006;6;382.6
94250;1008;6;384.8
94250;1019;6;385.5
94250;1027;6;386.8
94250;1014;6;388.9
94250;1044;2;391.1
94250;1031;6;393.9
94250;1004;6;398.6
94250;1003;6;401
94250;1008;2;401.9
94250;1006;2;408.4
94250;1007;4;409.4
94250;1017;4;418.3
94250;1016;4;419.6
94250;1044;4;422.7
94250;1020;4;429
94250;1011;4;430.8
94250;1040;4;431.8
94250;1024;4;435
94250;1037;4;437.2
94250;1013;4;440.2
94250;1011;2;442.5
94250;1023;4;443.2
94250;1015;2;444.9
94250;1022;4;446
94250;1015;4;446.5
94250;1025;4;449.1
94250;1037;2;449.8
94250;1018;4;450.8
94250;1009;4;452
94250;1001;4;452.2
94250;1021;2;452.3
94250;1005;4;452.5
94250;1002;4;453.6
94250;1010;2;456.2
94250;1021;4;457
94250;1008;4;458.6
94250;1007;2;459.5
94250;1012;4;460.5
94250;1006;4;469.2
94250;1027;4;469.8
94250;1019;4;469.8
94250;1010;4;471
94250;1029;4;472.6
94250;1026;4;473.2
94250;1031;2;473.4
94250;1031;4;475.7
94250;1014;4;476
94250;1004;4;477.4
94250;1003;4;478.9
94250;1014;2;483.6
94250;1023;2;485.9
94250;1034;2;487.4
94250;1019;2;490.4
94250;1017;2;491
94250;1033;2;491.3
94250;1027;2;501.8
94250;1012;2;502.6
94250;1018;2;502.7
94250;1020;2;505.1
94250;1016;2;508.4
94250;1001;2;521.6
94250;1025;2;552.5
94250;1024;2;555
94250;1009;2;567.1
94250;1022;2;567.6
94250;1005;2;581.2
94250;1029;2;582
94250;1038;2;587.4
94250;1028;2;590.6
94250;1004;2;602.7
94250;1040;2;621.4
94250;1026;2;636.4
94250;1013;2;649.6
94250;1035;2;710.3
94250;1039;2;762
94250;1017;3;769.1
94250;1034;3;776.4
94250;1004;3;787.4
94250;1041;3;791.3
94250;1043;2;827.6
94250;1008;3;834.1
94250;1001;3;837.9
94250;1033;3;850.3
94250;1035;3;857.3
94250;1016;3;858
94250;1042;2;881.7
94250;1005;3;889.1
94250;1039;3;905.7
94250;1007;3;915.8
94250;1021;3;929.1
94250;1011;3;937.2
94250;1045;2;970.9
94250;1047;2;971.3
94250;1015;3;972.6
94250;1018;3;980.3
94250;1027;3;984.1
94250;1003;3;985
94250;1019;3;993.9
94250;1014;3;999.2
94250;1002;3;1014.4
94250;1025;3;1041.5
94250;1012;3;1049.9
94250;1023;3;1056.3
94250;1036;3;1063.6
94250;1006;3;1068.3
94250;1031;3;1095.2
94250;1024;3;1096.8
94250;1037;3;1128.6
94250;1029;3;1190.4
94250;1032;2;1197.7
94250;1009;3;1236.2
94250;1028;3;1277.2
94250;1044;3;1322.8
94250;1022;3;1429.1
94250;1046;2;1454.3
94250;1013;3;1477.2
94250;1042;3;1541.9
94250;1040;3;1572.3
94250;1047;3;1574
94250;1026;3;1723.5
94250;1010;3;1763.1
94250;1043;3;3659.5
94250;1046;3;4878.3
52249;1007;1;138.8
52249;1004;1;145.3
52249;1005;1;147.8
52249;1022;1;152.5
52249;1017;1;154.2
52249;1002;1;155.5
52249;1013;1;158
52249;1009;1;159.7
52249;1001;1;160.1
52249;1024;1;163.9
52249;1040;1;167.2
52249;1006;1;168.7
52249;1023;1;168.9
52249;1021;1;169.4
52249;1018;1;171.2
52249;1026;1;171.3
52249;1010;1;172
52249;1003;1;173.9
52249;1012;1;173.9
52249;1016;1;174.1
52249;1025;1;180.4
52249;1027;1;180.5
52249;1019;1;181.6
52249;1015;1;184.8
52249;1037;1;186.5
52249;1014;1;188.3
52249;1011;1;188.6
52249;1020;1;188.8
52249;1008;1;195.9
52249;1044;1;200.1
52249;1028;1;200.5
52249;1029;1;207.6
52249;1031;1;223.7
52249;1009;5;230.6
52249;1041;2;231.6
52249;1022;5;243.4
52249;1024;5;243.7
52249;1040;5;245
52249;1028;5;255
52249;1013;5;260.9
52249;1017;5;265
52249;1005;5;265.2
52249;1004;5;268.1
52249;1026;5;270.2
52249;1023;5;270.6
52249;1002;5;270.8
52249;1007;5;272.9
52249;1012;5;274
52249;1001;5;275.9
52249;1016;5;282.1
52249;1003;5;284
52249;1029;5;286.1
52249;1037;5;286.7
52249;1006;5;287
52249;1015;5;287.6
52249;1018;5;288.9
52249;1020;5;290
52249;1021;5;291.3
52249;1009;6;292.4
52249;1025;5;292.4
52249;1011;5;293.7
52249;1027;5;294.3
52249;1019;5;295.5
52249;1010;5;296.7
52249;1008;5;299.4
52249;1028;6;304
52249;1014;5;304.2
52249;1044;5;309.4
52249;1022;6;310.3
52249;1024;6;312.5
52249;1026;6;317.2
52249;1005;6;324.7
52249;1034;6;334.7
52249;1043;6;335.7
52249;1043;5;337
52249;1017;6;337.4
52249;1013;6;338.7
52249;1009;4;345.6
52249;1041;5;350.4
52249;1007;6;353.5
52249;1002;6;354.5
52249;1004;6;357.2
52249;1029;6;359
52249;1031;5;363.2
52249;1022;4;363.2
52249;1016;6;368.9
52249;1037;6;370.5
52249;1023;6;370.9
52249;1040;6;371.2
52249;1003;2;372.9
52249;1028;4;377.3
52249;1024;4;377.7
52249;1003;6;383.9
52249;1008;2;384.7
52249;1020;6;385.7
52249;1012;6;385.9
52249;1002;2;386.5
52249;1008;6;387.6
52249;1018;6;388.3
52249;1001;6;388.3
52249;1006;6;388.6
52249;1011;6;389.7
52249;1015;6;389.7
52249;1044;6;392.5
52249;1005;4;392.7
52249;1027;6;393.3
52249;1026;4;394.7
52249;1017;4;398.6
52249;1021;6;402.5
52249;1025;6;402.6
52249;1010;6;406.3
52249;1013;4;407.7
52249;1019;6;412.5
52249;1006;2;416
52249;1009;2;418.1
52249;1044;2;418.5
52249;1014;6;421.2
52249;1007;4;422.5
52249;1043;4;423.1
52249;1004;4;427.7
52249;1031;6;433.9
52249;1029;4;434.9
52249;1016;4;438.9
52249;1037;4;439.6
52249;1040;4;440.1
52249;1020;4;441.4
52249;1015;2;444.3
52249;1023;4;448.5
52249;1002;4;448.7
52249;1037;2;451
52249;1008;4;452.6
52249;1021;2;457.4
52249;1011;4;461.5
52249;1003;4;462.3
52249;1015;4;465.5
52249;1018;4;466.2
52249;1023;2;466.9
52249;1031;2;467.7
52249;1044;4;470.7
52249;1007;2;470.9
52249;1027;4;472.3
52249;1001;4;474.1
52249;1012;4;474.8
52249;1014;2;479
52249;1006;4;482
52249;1010;2;483.2
52249;1012;2;484.6
52249;1024;2;489.7
52249;1011;2;490
52249;1025;4;490
52249;1034;2;490.7
52249;1021;4;491.1
52249;1019;2;495.1
52249;1027;2;501.5
52249;1033;2;504.5
52249;1022;2;505.8
52249;1010;4;505.9
52249;1019;4;510.1
52249;1014;4;511.4
52249;1016;2;513.5
52249;1018;2;517.3
52249;1020;2;517.6
52249;1017;2;522.5
52249;1001;2;523.5
52249;1038;2;526.6
52249;1026;2;537.5
52249;1029;2;540.6
52249;1031;4;543.1
52249;1005;2;568.4
52249;1025;2;580
52249;1004;2;592.8
52249;1013;2;624.4
52249;1040;2;626.1
52249;1028;2;633.3
52249;1034;3;640.1
52249;1039;2;661.3
52249;1004;3;677.8
52249;1005;3;774
52249;1035;2;782.2
52249;1042;2;786.2
